customer_id,buyer_business_type,district_id,district_name_ar,city_name_en,area_name_ar,geo_latitude,geo_longitude,registration_date,avg_ticket_size,number_of_transactions,number_of_cancelled_transactions,last_order_date,total_orders_amount
21841,كشك,100123,الهرم,Giza,المريوطية هرم,31.19687,29.93578,2020-09-14,260,1,0,2020-09-14,260
21848,سوبر ماركت,100119,فيصل,Giza,NA,30.02437,31.17781,2020-09-14,260,2,1,2020-09-14,520
21870,سوبر ماركت,100125,حلوان,Cairo,حلوان,30.1427,31.32575,2020-09-14,679.3100000000001,3,3,2020-09-28,2037.93
21878,سوبر ماركت,100151,عزبة النخل,Cairo,عزبة النخل,30.13965,31.32565,2020-09-14,NA,NA,NA,NA,NA
22663,اخري,100184,شبرا الخيمه,Cairo,شبرا الخيمه,30.12945,31.28035,2020-09-17,3263.9322727272724,22,15,2021-03-03,71806.51
23363,سوبر ماركت,100123,الهرم,Giza,الطالبية,30.00435,31.17978,2020-09-22,260,3,0,2020-09-22,780
23549,اخري,100143,شبرا الخيمة,Cairo,شبرا الخيمة,30.13145,31.26961,2020-09-22,NA,NA,NA,NA,NA
23636,سوبر ماركت,100151,عزبة النخل,Cairo,عزبة النخل,30.1453,31.23345,2020-09-22,NA,NA,NA,NA,NA
23643,سوبر ماركت,100149,الزاويه الحمراء,Cairo,الزاويه الحمراء,30.09196,31.26747,2020-09-22,NA,NA,NA,NA,NA
23663,سوبر ماركت,100143,شبرا الخيمة,Cairo,شبرا الخيمة,30.14179,31.24886,2020-09-22,NA,NA,NA,NA,NA
23672,سوبر ماركت,100123,الهرم,Giza,نزلة البطران,29.97446,31.15199,2020-09-22,NA,NA,NA,NA,NA
23701,سوبر ماركت,100126,امبابة,Giza,قومية,31.21401,30.09181,2020-09-23,NA,NA,NA,NA,NA
23722,عطارة,100123,الهرم,Giza,كفر المنفى,29.97092,31.15511,2020-09-23,NA,NA,NA,NA,NA
23723,منظفات,100123,الهرم,Giza,الهرم,30.00536,31.19808,2020-09-23,NA,NA,NA,NA,NA
23742,سوبر ماركت,100126,امبابة,Giza,المنيره,30.0828,31.21375,2020-09-23,803.9,3,0,2020-10-06,2411.7
23743,سوبر ماركت,100123,الهرم,Giza,الهرم,30.00767,31.20219,2020-09-23,NA,NA,NA,NA,NA
23745,سوبر ماركت,100119,فيصل,Giza,كعبيش,31.15276,30.00263,2020-09-23,NA,NA,NA,NA,NA
23780,عطارة,100157,بولاق الدكرور,Giza,صفت,31.1857,30.0436,2020-09-23,NA,NA,NA,NA,NA
23814,عطارة,100143,شبرا الخيمة,Cairo,شبرا الخيمة,30.1442,31.28385,2020-09-23,NA,NA,NA,NA,NA
23816,اخري,100143,شبرا الخيمة,Cairo,شبرا الخيمة,30.11816,31.26849,2020-09-23,NA,NA,NA,NA,NA
23871,منظفات,100143,شبرا الخيمة,Cairo,شبرا الخيمة,30.1365,31.2407,2020-09-23,NA,NA,NA,NA,NA
23874,قهوه,100126,امبابة,Giza,NA,30.08565,31.20985,2020-09-23,594.08,2,1,2020-10-07,1188.16
23882,سوبر ماركت,100152,مدينة السلام,Cairo,السلام,30.07983,31.19905,2020-09-23,529.2,1,1,2020-10-21,529.2
24148,منظفات,100143,شبرا الخيمة,Cairo,شبرا الخيمة,30.11967,31.25005,2020-09-24,NA,NA,NA,NA,NA
24640,سوبر ماركت,100121,حدائق الاهرام,Giza,حدائق الاهرام,31.04962,29.94653,2020-09-26,250,1,0,2020-09-26,250
25589,سوبر ماركت,100143,شبرا الخيمة,Cairo,شبرا الخيمة,30.12327,31.2499,2020-09-29,1009.7199999999999,2,1,2020-10-19,2019.4399999999998
25726,سوبر ماركت,100119,فيصل,Giza,NA,30.00537,31.17273,2020-09-29,NA,NA,NA,NA,NA
25985,سوبر ماركت,100152,مدينة السلام,Cairo,السلام,30.1419,31.37443,2020-09-30,NA,NA,NA,NA,NA
26503,اخري,100143,شبرا الخيمة,Cairo,شبرا الخيمة,30.13318,31.24874,2020-10-03,NA,NA,NA,NA,NA
26591,سوبر ماركت,100154,باسوس,Cairo,باسوس,30.13615,31.2135,2020-10-04,513.48,1,0,2020-10-04,513.48
26602,سوبر ماركت,100112,العمرانية,Giza,العمرانية الغربية,29.9908,31.20693,2020-10-04,3889.535,2,0,2020-11-22,7779.07
26742,سوبر ماركت,100122,حدائق القبة,Cairo,كوبري القبة,30.08175,31.27462,2020-10-04,NA,NA,NA,NA,NA
27103,سوبر ماركت,100131,المطرية,Cairo,المطريه,30.11583,31.30274,2020-10-06,NA,NA,NA,NA,NA
27291,سوبر ماركت,100119,فيصل,Giza,NA,30.00173,31.16472,2020-10-07,NA,NA,NA,NA,NA
30123,سوبر ماركت,100163,منشية ناصر,Cairo,NA,30.04745,31.2784,2020-10-18,245.8,1,1,2020-10-18,245.8
30781,سوبر ماركت,100151,عزبة النخل,Cairo,عزبة النخل,31.31937,30.14176,2020-10-19,NA,NA,NA,NA,NA
31378,اخري,100110,المرج,Cairo,NA,30.1475,31.33475,2020-10-20,1029.0666666666666,3,0,2021-03-12,3087.2
31484,سوبر ماركت,100149,الزاويه الحمراء,Cairo,الزاويه الحمراء,31.274,30.09965,2020-10-21,NA,NA,NA,NA,NA
32765,كشك,100157,بولاق الدكرور,Giza,NA,30.02815,31.20284,2020-10-24,NA,NA,NA,NA,NA
33487,اخري,100113,الزيتون,Cairo,NA,30.11079,31.31037,2020-10-26,NA,NA,NA,NA,NA
33786,كشك,100126,امبابة,Giza,NA,38.76099,24.06535,2020-10-26,1702.1715384615381,13,0,2021-03-14,22128.229999999996
34293,سوبر ماركت,100166,صفط اللبن,Giza,صفط اللبن,29.52973,31.2552,2020-10-28,NA,NA,NA,NA,NA
34974,اخري,100156,قليوب,Cairo,NA,30.45196,31.18949,2020-10-30,NA,NA,NA,NA,NA
35324,سوبر ماركت,100125,حلوان,Cairo,NA,29.8428,31.31945,2020-10-31,1574.7766666666666,3,0,2021-01-06,4724.33
35416,سوبر ماركت,100140,مصر القديمة,Cairo,السيدة زينب,31.26452,30.0119,2020-10-31,1285.2939999999999,10,3,2021-03-16,12852.939999999999
35435,اخري,100125,حلوان,Cairo,حلوان,31.31323,29.85094,2020-10-31,775.1733333333333,3,0,2021-02-14,2325.52
35448,سوبر ماركت,100166,صفط اللبن,Giza,صفط اللبن,30.02821,31.17909,2020-11-28,1141.7966666666666,3,0,2021-02-02,3425.39
35451,سوبر ماركت,100161,البراجيل,Giza,NA,30.12495,31.13279,2020-11-01,1491.9927777777777,18,0,2021-03-15,26855.87
620,اخري,100128,المعادي,Cairo,دار السلام,NA,NA,2020-01-20,1145.395,2,2,2020-07-16,2290.79
623,اخري,100128,المعادي,Cairo,طرة,NA,NA,2020-01-20,4608.625,2,1,2020-03-19,9217.25
625,اخري,100128,المعادي,Cairo,طرة,NA,NA,2020-01-20,NA,NA,NA,NA,NA
628,اخري,100128,المعادي,Cairo,طرة,NA,NA,2020-01-20,1517.5,1,0,2020-03-22,1517.5
629,اخري,100128,المعادي,Cairo,البساتين,NA,NA,2020-01-20,NA,NA,NA,NA,NA
635,اخري,100128,المعادي,Cairo,البساتين,NA,NA,2020-01-20,NA,NA,NA,NA,NA
641,اخري,100128,المعادي,Cairo,البساتين,NA,NA,2020-01-20,NA,NA,NA,NA,NA
642,اخري,100128,المعادي,Cairo,البساتين,NA,NA,2020-01-20,NA,NA,NA,NA,NA
647,اخري,100128,المعادي,Cairo,حدائق المعادي,NA,NA,2020-01-20,NA,NA,NA,NA,NA
653,اخري,100128,المعادي,Cairo,البساتين,NA,NA,2020-01-20,NA,NA,NA,NA,NA
655,اخري,100128,المعادي,Cairo,حدائق المعادي,NA,NA,2020-01-20,NA,NA,NA,NA,NA
657,اخري,100128,المعادي,Cairo,حدائق المعادي,NA,NA,2020-01-20,NA,NA,NA,NA,NA
663,اخري,100128,المعادي,Cairo,حدائق المعادي,NA,NA,2020-01-20,NA,NA,NA,NA,NA
664,اخري,100128,المعادي,Cairo,حدائق المعادي,NA,NA,2020-01-20,NA,NA,NA,NA,NA
666,اخري,100128,المعادي,Cairo,حدائق المعادي,NA,NA,2020-01-20,NA,NA,NA,NA,NA
673,اخري,100125,حلوان,Cairo,حلوان,NA,NA,2020-01-20,NA,NA,NA,NA,NA
678,اخري,100125,حلوان,Cairo,حلوان,NA,NA,2020-01-20,NA,NA,NA,NA,NA
679,سوبر ماركت,100101,١٥ مايو,Cairo,NA,29.83258,31.37642,2020-01-20,2134.44,1,1,2020-07-14,2134.44
687,اخري,100125,حلوان,Cairo,حلوان,NA,NA,2020-01-20,NA,NA,NA,NA,NA
688,اخري,100125,حلوان,Cairo,حلوان,NA,NA,2020-01-20,NA,NA,NA,NA,NA
693,اخري,100125,حلوان,Cairo,المعصرة,NA,NA,2020-01-20,NA,NA,NA,NA,NA
704,اخري,100125,حلوان,Cairo,المعصرة,NA,NA,2020-01-20,NA,NA,NA,NA,NA
711,اخري,100125,حلوان,Cairo,المعصرة,NA,NA,2020-01-21,NA,NA,NA,NA,NA
715,اخري,100125,حلوان,Cairo,حلوان,29.8474,31.339,2020-01-21,2442.07,3,1,2020-07-13,7326.21
717,اخري,100128,المعادي,Cairo,حدائق المعادي,NA,NA,2020-01-21,NA,NA,NA,NA,NA
719,اخري,100125,حلوان,Cairo,حلوان,NA,NA,2020-01-21,3152.865555555555,9,6,2020-07-15,28375.789999999997
721,اخري,100111,المقطم,Cairo,NA,30.01581,31.28097,2020-01-21,2664.59,2,2,2020-08-16,5329.18
722,سوبر ماركت,100125,حلوان,Cairo,حلوان,29.79267,31.29715,2020-01-21,3069.64,1,1,2020-03-21,3069.64
731,اخري,100107,عين شمس,Cairo,عين شمس,NA,NA,2020-01-21,NA,NA,NA,NA,NA
738,اخري,100125,حلوان,Cairo,حلوان,NA,NA,2020-01-21,NA,NA,NA,NA,NA
742,اخري,100125,حلوان,Cairo,حلوان,NA,NA,2020-01-21,NA,NA,NA,NA,NA
743,اخري,100125,حلوان,Cairo,حلوان,NA,NA,2020-01-21,2761.6,1,0,2020-06-27,2761.6
753,اخري,100125,حلوان,Cairo,حلوان,NA,NA,2020-01-21,3705.4275,8,5,2021-02-26,29643.42
760,اخري,100125,حلوان,Cairo,حلوان,NA,NA,2020-01-21,NA,NA,NA,NA,NA
779,اخري,100125,حلوان,Cairo,حلوان,NA,NA,2020-01-22,2185.4,5,2,2020-04-23,10927
781,اخري,100125,حلوان,Cairo,حلوان,NA,NA,2020-01-22,NA,NA,NA,NA,NA
783,اخري,100125,حلوان,Cairo,المعصرة,NA,NA,2020-01-22,NA,NA,NA,NA,NA
784,اخري,100128,المعادي,Cairo,حدائق المعادي,NA,NA,2020-01-22,NA,NA,NA,NA,NA
789,اخري,100128,المعادي,Cairo,المعادي,NA,NA,2020-01-22,NA,NA,NA,NA,NA
794,اخري,100128,المعادي,Cairo,المعادي,NA,NA,2020-01-22,NA,NA,NA,NA,NA
799,اخري,100128,المعادي,Cairo,المعادي,NA,NA,2020-01-22,NA,NA,NA,NA,NA
801,اخري,100128,المعادي,Cairo,المعادي,NA,NA,2020-01-22,NA,NA,NA,NA,NA
804,سوبر ماركت,100111,المقطم,Cairo,NA,30.01482,31.28071,2020-01-22,1616.84,1,1,2020-04-09,1616.84
805,اخري,100140,مصر القديمة,Cairo,مصر القديمة,NA,NA,2020-01-22,NA,NA,NA,NA,NA
808,اخري,100128,المعادي,Cairo,المعادي,NA,NA,2020-01-22,NA,NA,NA,NA,NA
809,اخري,100128,المعادي,Cairo,حدائق المعادي,NA,NA,2020-01-22,3949.69,6,4,2020-05-16,23698.14
810,اخري,100128,المعادي,Cairo,المعادي,NA,NA,2020-01-22,2557.108333333333,6,2,2021-02-26,15342.65
819,اخري,100128,المعادي,Cairo,المعادي,NA,NA,2020-01-22,1832.8733333333332,3,0,2020-05-02,5498.62
824,اخري,100128,المعادي,Cairo,حدائق المعادي,NA,NA,2020-01-22,NA,NA,NA,NA,NA
827,اخري,100128,المعادي,Cairo,المعادي,NA,NA,2020-01-22,NA,NA,NA,NA,NA
828,اخري,100128,المعادي,Cairo,المعادي,NA,NA,2020-01-22,1543.905,2,0,2020-08-26,3087.81
829,اخري,100128,المعادي,Cairo,البساتين,NA,NA,2020-01-22,NA,NA,NA,NA,NA
830,اخري,100128,المعادي,Cairo,المعادي,NA,NA,2020-01-22,NA,NA,NA,NA,NA
832,اخري,100128,المعادي,Cairo,المعادي,NA,NA,2020-01-22,NA,NA,NA,NA,NA
835,اخري,100128,المعادي,Cairo,البساتين,NA,NA,2020-01-23,5407.5,1,0,2020-05-04,5407.5
836,اخري,100128,المعادي,Cairo,دار السلام,NA,NA,2020-01-23,NA,NA,NA,NA,NA
837,اخري,100128,المعادي,Cairo,دار السلام,29.9868,31.24715,2020-01-23,1963.4975,16,6,2020-09-02,31415.96
838,اخري,100128,المعادي,Cairo,دار السلام,NA,NA,2020-01-23,NA,NA,NA,NA,NA
844,اخري,100128,المعادي,Cairo,حدائق المعادي,NA,NA,2020-01-23,NA,NA,NA,NA,NA
845,اخري,100128,المعادي,Cairo,المعادي,NA,NA,2020-01-23,NA,NA,NA,NA,NA
849,اخري,100128,المعادي,Cairo,المعادي,NA,NA,2020-01-23,NA,NA,NA,NA,NA
851,اخري,100128,المعادي,Cairo,المعادي,NA,NA,2020-01-23,NA,NA,NA,NA,NA
855,اخري,100128,المعادي,Cairo,المعادي,NA,NA,2020-01-23,NA,NA,NA,NA,NA
859,اخري,100140,مصر القديمة,Cairo,NA,29.99468,31.24484,2020-01-23,5034.75,1,1,2020-04-08,5034.75
864,اخري,100128,المعادي,Cairo,المعادي,NA,NA,2020-01-23,NA,NA,NA,NA,NA
870,اخري,100128,المعادي,Cairo,حدائق المعادي,NA,NA,2020-01-23,4061.8875,4,3,2020-09-24,16247.55
871,اخري,100128,المعادي,Cairo,دار السلام,NA,NA,2020-01-23,NA,NA,NA,NA,NA
878,اخري,100128,المعادي,Cairo,المعادي,NA,NA,2020-01-23,NA,NA,NA,NA,NA
879,اخري,100128,المعادي,Cairo,حدائق المعادي,NA,NA,2020-01-23,3458.4199999999996,2,1,2020-07-26,6916.839999999999
886,اخري,100128,المعادي,Cairo,البساتين,NA,NA,2020-01-23,NA,NA,NA,NA,NA
909,اخري,100128,المعادي,Cairo,ثكنات المعادي,NA,NA,2020-01-23,NA,NA,NA,NA,NA
926,اخري,100128,المعادي,Cairo,المعادي,NA,NA,2020-01-24,1353.5,1,0,2020-03-31,1353.5
930,سوبر ماركت,100128,المعادي,Cairo,البساتين,NA,NA,2020-01-24,1686.87,4,1,2021-02-22,6747.48
939,اخري,100128,المعادي,Cairo,المعادي,NA,NA,2020-01-24,2036.5449999999998,6,3,2020-07-25,12219.269999999999
940,اخري,100128,المعادي,Cairo,المعادي,NA,NA,2020-01-25,NA,NA,NA,NA,NA
964,اخري,100125,حلوان,Cairo,حلوان,NA,NA,2020-01-25,NA,NA,NA,NA,NA
990,اخري,100125,حلوان,Cairo,المعصرة,NA,NA,2020-01-28,3353.7166666666667,6,5,2020-06-23,20122.3
991,اخري,100131,المطرية,Cairo,الاميريه ,NA,NA,2020-01-28,NA,NA,NA,NA,NA
994,اخري,100125,حلوان,Cairo,حدايق حلوان,NA,NA,2020-01-28,NA,NA,NA,NA,NA
995,اخري,100125,حلوان,Cairo,حلوان,NA,NA,2020-01-28,NA,NA,NA,NA,NA
1004,اخري,100128,المعادي,Cairo,دار السلام,NA,NA,2020-01-28,2650.79,1,0,2020-04-05,2650.79
1006,اخري,100128,المعادي,Cairo,المعادي,29.96435,31.2531,2020-01-28,1936.0642857142855,7,1,2021-02-23,13552.449999999999
1013,اخري,100128,المعادي,Cairo,صقر قريش,NA,NA,2020-01-28,3005.9249999999997,2,0,2020-04-01,6011.8499999999995
1024,اخري,100000,Others,Cairo,Others,NA,NA,2020-01-20,NA,NA,NA,NA,NA
1029,اخري,100000,Others,Cairo,Others,NA,NA,2020-01-20,NA,NA,NA,NA,NA
1032,اخري,100000,Others,Cairo,Others,NA,NA,2020-01-20,NA,NA,NA,NA,NA
1037,اخري,100140,مصر القديمة,Cairo,NA,29.99404,31.24195,2020-01-21,1590.54,1,1,2020-07-29,1590.54
1049,اخري,100000,Others,Cairo,Others,NA,NA,2020-01-21,NA,NA,NA,NA,NA
1050,اخري,100000,Others,Cairo,Others,NA,NA,2020-01-21,NA,NA,NA,NA,NA
1053,اخري,100000,Others,Cairo,Others,NA,NA,2020-01-21,NA,NA,NA,NA,NA
1054,اخري,100000,Others,Cairo,Others,NA,NA,2020-01-21,NA,NA,NA,NA,NA
1058,اخري,100000,Others,Cairo,Others,NA,NA,2020-01-21,NA,NA,NA,NA,NA
1062,اخري,100000,Others,Cairo,Others,NA,NA,2020-01-21,NA,NA,NA,NA,NA
1065,اخري,100000,Others,Cairo,Others,NA,NA,2020-01-21,NA,NA,NA,NA,NA
1066,اخري,100000,Others,Cairo,Others,NA,NA,2020-01-21,NA,NA,NA,NA,NA
1070,اخري,100000,Others,Cairo,Others,NA,NA,2020-01-21,NA,NA,NA,NA,NA
1081,اخري,100000,Others,Cairo,Others,NA,NA,2020-01-21,NA,NA,NA,NA,NA
1087,اخري,100000,Others,Cairo,Others,NA,NA,2020-01-22,NA,NA,NA,NA,NA
1088,اخري,100000,Others,Cairo,Others,NA,NA,2020-01-22,NA,NA,NA,NA,NA
1090,اخري,100000,Others,Cairo,Others,NA,NA,2020-01-22,NA,NA,NA,NA,NA
1095,اخري,100000,Others,Cairo,Others,NA,NA,2020-01-22,NA,NA,NA,NA,NA
1096,اخري,100000,Others,Cairo,Others,NA,NA,2020-01-22,NA,NA,NA,NA,NA
1098,اخري,100000,Others,Cairo,Others,NA,NA,2020-01-22,NA,NA,NA,NA,NA
1100,اخري,100000,Others,Cairo,Others,NA,NA,2020-01-22,NA,NA,NA,NA,NA
1101,اخري,100000,Others,Cairo,Others,NA,NA,2020-01-22,NA,NA,NA,NA,NA
1103,اخري,100000,Others,Cairo,Others,NA,NA,2020-01-22,NA,NA,NA,NA,NA
1106,اخري,100000,Others,Cairo,Others,NA,NA,2020-01-22,NA,NA,NA,NA,NA
1112,اخري,100100,العاشر من رمضان,Cairo,NA,NA,NA,2020-01-22,NA,NA,NA,NA,NA
1117,اخري,100000,Others,Cairo,Others,NA,NA,2020-01-22,NA,NA,NA,NA,NA
1121,اخري,100000,Others,Cairo,Others,NA,NA,2020-01-22,NA,NA,NA,NA,NA
1139,اخري,100000,Others,Cairo,Others,NA,NA,2020-01-22,NA,NA,NA,NA,NA
1145,اخري,100000,Others,Cairo,Others,NA,NA,2020-01-22,NA,NA,NA,NA,NA
1150,اخري,100000,Others,Cairo,Others,NA,NA,2020-01-22,NA,NA,NA,NA,NA
1151,اخري,100000,Others,Cairo,Others,NA,NA,2020-01-22,NA,NA,NA,NA,NA
1335,اخري,100000,Others,Cairo,Others,NA,NA,2020-01-25,NA,NA,NA,NA,NA
1347,اخري,100000,Others,Cairo,Others,NA,NA,2020-01-25,NA,NA,NA,NA,NA
1358,اخري,100000,Others,Cairo,Others,NA,NA,2020-01-25,NA,NA,NA,NA,NA
1381,اخري,100000,Others,Cairo,Others,NA,NA,2020-01-25,NA,NA,NA,NA,NA
1382,اخري,100000,Others,Cairo,Others,NA,NA,2020-01-25,NA,NA,NA,NA,NA
1384,اخري,100000,Others,Cairo,Others,NA,NA,2020-01-25,NA,NA,NA,NA,NA
1386,اخري,100000,Others,Cairo,Others,NA,NA,2020-01-25,NA,NA,NA,NA,NA
1388,اخري,100000,Others,Cairo,Others,NA,NA,2020-01-25,NA,NA,NA,NA,NA
1389,اخري,100128,المعادي,Cairo,البساتين,NA,NA,2020-01-25,NA,NA,NA,NA,NA
1392,اخري,100000,Others,Cairo,Others,NA,NA,2020-01-25,NA,NA,NA,NA,NA
1394,اخري,100000,Others,Cairo,Others,NA,NA,2020-01-25,NA,NA,NA,NA,NA
1396,اخري,100000,Others,Cairo,Others,NA,NA,2020-01-25,NA,NA,NA,NA,NA
1397,اخري,100000,Others,Cairo,Others,NA,NA,2020-01-25,NA,NA,NA,NA,NA
1401,اخري,100000,Others,Cairo,Others,NA,NA,2020-01-25,NA,NA,NA,NA,NA
1404,اخري,100000,Others,Cairo,Others,NA,NA,2020-01-25,NA,NA,NA,NA,NA
1406,اخري,100000,Others,Cairo,Others,NA,NA,2020-01-25,NA,NA,NA,NA,NA
1409,اخري,100000,Others,Cairo,Others,NA,NA,2020-01-25,NA,NA,NA,NA,NA
1410,اخري,100000,Others,Cairo,Others,NA,NA,2020-01-25,NA,NA,NA,NA,NA
1412,اخري,100000,Others,Cairo,Others,NA,NA,2020-01-25,NA,NA,NA,NA,NA
1413,اخري,100000,Others,Cairo,Others,NA,NA,2020-01-25,NA,NA,NA,NA,NA
1414,اخري,100000,Others,Cairo,Others,NA,NA,2020-01-25,NA,NA,NA,NA,NA
1416,اخري,100000,Others,Cairo,Others,NA,NA,2020-01-25,NA,NA,NA,NA,NA
1422,اخري,100000,Others,Cairo,Others,NA,NA,2020-01-25,NA,NA,NA,NA,NA
1430,اخري,100000,Others,Cairo,Others,NA,NA,2020-01-25,NA,NA,NA,NA,NA
1433,اخري,100000,Others,Cairo,Others,NA,NA,2020-01-27,NA,NA,NA,NA,NA
1436,اخري,100000,Others,Cairo,Others,NA,NA,2020-01-27,NA,NA,NA,NA,NA
1439,اخري,100000,Others,Cairo,Others,NA,NA,2020-01-27,NA,NA,NA,NA,NA
1440,اخري,100000,Others,Cairo,Others,NA,NA,2020-01-27,NA,NA,NA,NA,NA
1473,اخري,100000,Others,Cairo,Others,NA,NA,2020-01-28,NA,NA,NA,NA,NA
1477,اخري,100000,Others,Cairo,Others,NA,NA,2020-01-28,NA,NA,NA,NA,NA
1485,اخري,100000,Others,Cairo,Others,NA,NA,2020-01-28,NA,NA,NA,NA,NA
1489,اخري,100000,Others,Cairo,Others,NA,NA,2020-01-28,NA,NA,NA,NA,NA
1490,اخري,100000,Others,Cairo,Others,NA,NA,2020-01-28,NA,NA,NA,NA,NA
1500,اخري,100000,Others,Cairo,Others,NA,NA,2020-01-28,NA,NA,NA,NA,NA
1502,اخري,100000,Others,Cairo,Others,NA,NA,2020-01-28,NA,NA,NA,NA,NA
1652,اخري,100000,Others,Cairo,Others,NA,NA,2020-01-28,NA,NA,NA,NA,NA
1655,اخري,100000,Others,Cairo,Others,NA,NA,2020-01-28,NA,NA,NA,NA,NA
1876,اخري,100000,Others,Cairo,Others,NA,NA,2020-01-30,NA,NA,NA,NA,NA
1877,اخري,100000,Others,Cairo,Others,NA,NA,2020-01-30,NA,NA,NA,NA,NA
1881,اخري,100000,Others,Cairo,Others,NA,NA,2020-01-30,NA,NA,NA,NA,NA
1885,اخري,100000,Others,Cairo,Others,NA,NA,2020-01-30,NA,NA,NA,NA,NA
1886,اخري,100000,Others,Cairo,Others,NA,NA,2020-01-30,NA,NA,NA,NA,NA
1890,اخري,100000,Others,Cairo,Others,NA,NA,2020-01-30,NA,NA,NA,NA,NA
1891,اخري,100000,Others,Cairo,Others,NA,NA,2020-01-30,NA,NA,NA,NA,NA
1897,اخري,100000,Others,Cairo,Others,NA,NA,2020-01-30,NA,NA,NA,NA,NA
1898,اخري,100000,Others,Cairo,Others,NA,NA,2020-01-30,NA,NA,NA,NA,NA
1906,اخري,100000,Others,Cairo,Others,NA,NA,2020-01-30,NA,NA,NA,NA,NA
1907,اخري,100000,Others,Cairo,Others,NA,NA,2020-01-30,NA,NA,NA,NA,NA
1910,اخري,100000,Others,Cairo,Others,NA,NA,2020-01-30,NA,NA,NA,NA,NA
1912,اخري,100000,Others,Cairo,Others,NA,NA,2020-01-30,NA,NA,NA,NA,NA
1913,اخري,100000,Others,Cairo,Others,NA,NA,2020-01-30,NA,NA,NA,NA,NA
1914,اخري,100000,Others,Cairo,Others,NA,NA,2020-01-30,NA,NA,NA,NA,NA
1915,اخري,100000,Others,Cairo,Others,NA,NA,2020-01-30,NA,NA,NA,NA,NA
1919,اخري,100000,Others,Cairo,Others,NA,NA,2020-01-30,NA,NA,NA,NA,NA
1920,اخري,100000,Others,Cairo,Others,NA,NA,2020-01-30,NA,NA,NA,NA,NA
1921,اخري,100000,Others,Cairo,Others,NA,NA,2020-01-30,NA,NA,NA,NA,NA
1922,اخري,100128,المعادي,Cairo,المعادي,NA,NA,2020-01-30,NA,NA,NA,NA,NA
1923,اخري,100000,Others,Cairo,Others,NA,NA,2020-01-30,NA,NA,NA,NA,NA
1924,اخري,100000,Others,Cairo,Others,NA,NA,2020-01-30,NA,NA,NA,NA,NA
1926,اخري,100000,Others,Cairo,Others,NA,NA,2020-01-30,NA,NA,NA,NA,NA
1927,سوبر ماركت,100125,حلوان,Cairo,NA,29.84275,31.30465,2020-01-30,1274.41,1,1,2020-04-13,1274.41
1928,اخري,100000,Others,Cairo,Others,NA,NA,2020-01-30,NA,NA,NA,NA,NA
1932,اخري,100128,المعادي,Cairo,المعادي,NA,NA,2020-01-30,NA,NA,NA,NA,NA
1934,اخري,100000,Others,Cairo,Others,NA,NA,2020-01-30,NA,NA,NA,NA,NA
1936,اخري,100000,Others,Cairo,Others,NA,NA,2020-01-30,NA,NA,NA,NA,NA
1940,اخري,100163,منشية ناصر,Cairo,الدويقة,NA,NA,2020-01-30,NA,NA,NA,NA,NA
1945,اخري,100000,Others,Cairo,Others,NA,NA,2020-01-30,NA,NA,NA,NA,NA
1952,اخري,100000,Others,Cairo,Others,NA,NA,2020-01-30,NA,NA,NA,NA,NA
1955,اخري,100128,المعادي,Cairo,المعادي,NA,NA,2020-01-30,NA,NA,NA,NA,NA
1957,اخري,100128,المعادي,Cairo,المعادي,NA,NA,2020-01-30,NA,NA,NA,NA,NA
1958,اخري,100128,المعادي,Cairo,البساتين,NA,NA,2020-01-30,NA,NA,NA,NA,NA
1962,اخري,100128,المعادي,Cairo,المعادي,NA,NA,2020-01-30,NA,NA,NA,NA,NA
1963,اخري,100000,Others,Cairo,Others,NA,NA,2020-01-30,NA,NA,NA,NA,NA
1972,اخري,100128,المعادي,Cairo,المعادي,NA,NA,2020-01-30,NA,NA,NA,NA,NA
1973,اخري,100000,Others,Cairo,Others,NA,NA,2020-01-30,NA,NA,NA,NA,NA
1975,اخري,100128,المعادي,Cairo,صقر قريش,NA,NA,2020-01-30,NA,NA,NA,NA,NA
1976,اخري,100128,المعادي,Cairo,المعادي,NA,NA,2020-01-30,NA,NA,NA,NA,NA
1980,اخري,100000,Others,Cairo,Others,NA,NA,2020-01-30,NA,NA,NA,NA,NA
1981,اخري,100000,Others,Cairo,Others,NA,NA,2020-01-30,NA,NA,NA,NA,NA
1985,اخري,100000,Others,Cairo,Others,NA,NA,2020-01-30,NA,NA,NA,NA,NA
1986,اخري,100000,Others,Cairo,Others,NA,NA,2020-01-30,NA,NA,NA,NA,NA
1990,اخري,100000,Others,Cairo,Others,NA,NA,2020-01-30,NA,NA,NA,NA,NA
1991,اخري,100000,Others,Cairo,Others,NA,NA,2020-01-30,NA,NA,NA,NA,NA
1992,اخري,100000,Others,Cairo,Others,NA,NA,2020-01-30,NA,NA,NA,NA,NA
1994,اخري,100000,Others,Cairo,Others,NA,NA,2020-01-30,NA,NA,NA,NA,NA
1996,اخري,100000,Others,Cairo,Others,NA,NA,2020-01-30,NA,NA,NA,NA,NA
1997,اخري,100128,المعادي,Cairo,المعادي,29.9601,31.2583,2020-01-30,1866.9552941176469,17,4,2021-02-11,31738.239999999998
1999,اخري,100128,المعادي,Cairo,المعادي,NA,NA,2020-01-30,NA,NA,NA,NA,NA
2000,اخري,100000,Others,Cairo,Others,NA,NA,2020-01-30,NA,NA,NA,NA,NA
2003,اخري,100128,المعادي,Cairo,المعادي,NA,NA,2020-01-30,NA,NA,NA,NA,NA
